id,name,signup_date,last_login,age,income,country,email,phone,purchase_amount,preferred_contact,subscription,latitude,longitude,comments,product_codes,feedback_score,canceled,extra_json
137,Anne-Marie Smith,2024-11-29,Apr 18 2024 00:28:45,25,,AUS,annemarie4@mail.org,+1-824-224-1246,$124.46,Email,1,16.429578,-36.359027,   spaced out   ,"P522,P431",1,N,"{""ref"": 4925, ""promo"": ""B""}"
678,Anne-Marie Nguyen,20/08/2025,03/07/2024,17,"$52,478",Brazil,annemarie56@hotmail.com,(086) 286-8564,$23.24,email,N,143.267273,46.310936,<script>alert('x')</script>,"P657,P549,P281",4,no,"{""ref"": 4497, ""promo"": null}"
881,Sara García,2024-08-28,March 21 2024,15,"$67,491",DEU,sara4@company.co.uk,0427 653 480,$194.59,email,N,10.659264,5.307190,   spaced out   ,"P841,P439,P856",1,,"{""ref"": 6966, ""promo"": ""C""}"
36,Alice D'Amico,—,12-24-24,29,"($106,644)",Australia,alice73@hotmail.com,+44 8516 122753 ext.123,$157.91,E-mail,unsubscribed,27.353027,-99.263049,Great service!,"P769,P468,P809",2,no,"{""ref"": 9233, ""promo"": ""C""}"
692,Élodie García,2023/12/30,2024/09/14,28,$84k,France,élodie86@example.com,0475 193 784,$161.25,phone,1,31.156584,116.766161,REF: 000123,"P642,P761,P120",2,Y,"{""ref"": 4233, ""promo"": ""C""}"
379,Élodie Smith,05-Apr-2023,08-Apr-2024,39,"$52,420",España,élodie13@mail.org,0455 011 375,$184.00,email,Subscribed,-36.497195,-72.029120,,P582,2,no,"{""ref"": 2834, ""promo"": null}"
659,Zoë Nguyen,14/01/2024,04-07-24 00:28:45,62,"$48,420",DEU,zoë43@gmail.com,8467901752,$87.09,email,unsubscribed,-7.357676,-70.817079,N/A,"P998,P265,P314",5,,"{""ref"": 1864, ""promo"": ""B""}"
105,Charlie Brown,2021-04-04 00:28:45,NA,unknown,"$53,774",DEU,charlie24@gmail.com,+1-746-542-1406,$166.12,email,FALSE,9999,9999,Loved it 😊,"P282,P760,P603,P211",1,no,"{""ref"": 5243, ""promo"": ""A""}"
769,élodie NGUYEN,2025-06-19,12-22-23,66,"$99,861",United States,élodie56@mail.org,309-462-1470,$174.32,—,N,-85.464163,-52.260532,,"P956,P955",3,N,"{""ref"": 9899, ""promo"": ""A""}"
53,Anne-Marie BrownJr.,12-26-24,August 06 2025,unknown,"$75,847",España,annemarie54@hotmail.com,(195) 180-2380,$-42.01,E-mail,0,9999,9999,,P477,5,N,"{""ref"": 8600, ""promo"": ""C""}"
378,Alice D'Amico,"15 Feb, 2022","27 Sep, 2025",56,$69k,Germany,alice13@gmail.com,(341) 230-1604,$267.05,phone,FALSE,-72.623795,-92.918222,N/A,P159,1,,"{""ref"": 8319, ""promo"": ""A""}"
730,Sara Nguyen,Sep 05 2021,never,,"$61,964",Uk,sara33@hotmail.com,2094207937,$-50.30,E-mail,Y,-60.853859,56.916799,   spaced out   ,"P779,P967",1,,"{""ref"": 6966, ""promo"": ""C""}"
619,Bob D'Amico,2023/06/04,null,18,"$32,567",AUS,bob6@gmail.com,4131355579,$72.89,email,,-50.632236,-114.178399,Loved it 😊,"P533,P873,P981",4,no,"{""ref"": 2257, ""promo"": null}"
980,Bob O'Reilly,"18 Jun, 2022",2025/06/24,33,"$39,870",Germany,bob57@example.com,+44 3800 750682,$206.15,phone,unsubscribed,-9.365102,-34.030197,,"P807,P195,P780",4,yes,"{""ref"": 8353, ""promo"": ""A""}"
247,Mikhail Khan,"12 Mar, 2025","19 Nov, 2024",unknown,"$77,529",Spain,mikhail44@mail.org,(939) 933-7970,$96.19,—,No,57.210159,-136.724740,,"P168,P560,P498",2,yes,"{""ref"": 1967, ""promo"": null}"
961,Élodie Brown,14-Sep-2021,08-06-24,49,"$81,904",Brazil,élodie50@company.co.uk,+1-139-193-8707,$66.53,Email,No,-13.158949,-11.151022,REF: 000123,"P665,P865",3,Y,"{""ref"": 5799, ""promo"": null}"
426,Anne-Marie Johnson,2020-12-03,2024/11/02,unknown,"$69,427",Brazil,annemarie86@hotmail.com,650-996-2183,$117.66,,TRUE,-2.986662,130.877108,no comment,P242,3,N,"{""ref"": 1525, ""promo"": ""B""}"
944,Anne-Marie Brown,31/05/2024 00:28:45,never,67,"$18,472",AUS,annemarie88@example.com,+44 7103 027596x99,$160.26,,unsubscribed,-4.601715,-59.840425,Loved it 😊,"P988,P633,P406",3,,"{""ref"": 5530, ""promo"": ""C""}"
29,李 Chen,Nov 15 2024,2025/09/09,39,"$45,842",Australia,李94@example.com,+1-165-820-2970,$127.97,Email,unsubscribed,31.961585,-174.028382,,"P480,P554,P881",3,,"{""ref"": 5566, ""promo"": ""B""}"
665,Anne-Marie Brown,2022-02-09,12-12-24,19,"$42,263",DEU,annemarie50@example.com.,(161) 133-9563,$96.92,email,0,-15.628947,63.296253,N/A,P707,4,,"{""ref"": 8389, ""promo"": ""C""}"
245,José Nguyen,08-07-22,December 14 2024,48,$68k,Australia,josé8@mail.org,7015959194,$145.71,—,FALSE,12.062927,85.841715,,"P659,P862,P294",4,no,"{""ref"": 8563, ""promo"": ""C""}"
104,Diana Chen,09-26-25,13-Jul-2024,unknown,"$53,123",AUS,diana61@mail.org,(286) 047-6580,$-64.15,E-mail,0,21.285859,-47.191090,no comment,"P770,P698,P500",5,N,"{""ref"": 9518, ""promo"": ""C""}"
277,Bob García,07-Jan-2022,"26 Mar, 2024",unknown,"$52,272",Brazil,bob10@gmail.com,+1-376-811-8723,$130.68,,No,50.765056,75.148091,,"P195,P448",no score,,"{""ref"": 9796, ""promo"": ""B""}"
394,O'Neil Khan,2024/03/29,01-21-25,44,"$107,529",United States,oneil38@mail.org,689-047-2386,$115.15,Email,unsubscribed,88.707031,-132.663917,   spaced out   ,"P593,P859,P374",3,,"{""ref"": 1262, ""promo"": ""A""}"
111,Bob Smith,,14-Jul-2025,,74074 USD,AUS,bob90@mail.org,+1-950-850-1657,$67.95,Phone,Subscribed,-56.417936,-77.365739,Loved it 😊,"P442,P344",5,,"{""ref"": 4437, ""promo"": ""B""}"
160,Alice Johnson,"19 Nov, 2023","16 Oct, 2025",14,"$66,400",Germany,alice5@hotmail.com,983-954-2961,$198.62,,No,18.093035,59.413203,N/A,"P648,P308",2,,"{""ref"": 7097, ""promo"": ""B""}"
113,Charlie García,03-17-23,23/08/2024,unknown,"$37,310",USA,charlie48@hotmail.com,(257) 828-4106,$73.86,email,Yes,-59.240234,60.711559,   spaced out   ,"P585,P396,P872",5,,"{""ref"": 8243, ""promo"": ""C""}"
582,o'neil GARCÍA,27/09/2024,,,"$76,978",United Kingdom,oneil93@company.co.uk,+44 6560 076228,$95.84,email,No,69.861274,-62.895377,Loved it 😊,"P985,P650,P268,P592",4,yes,"{""ref"": 4530, ""promo"": ""B""}"
972,李 D'Amico,2021/12/01,January 16 2025,44,"$21,212",france,李4@hotmail.com,0470 000 822,$172.96,Email,Subscribed,-85.210494,84.682267,   spaced out   ,"P884,P150,P641,P684",4,Y,"{""ref"": 1254, ""promo"": ""A""}"
330,Diana D'Amico,2021-06-14,—,,"($97,836)",Uk,diana22@gmail.com,+1-581-897-0591,$170.46,—,0,89.702552,155.920799,no comment,"P682,P867,P574",1,no,"{""ref"": 9466, ""promo"": ""A""}"
263,Élodie O'Reilly,26-Oct-2022,11-24-25,,"$91,193",Spain,élodie32@company.co.uk,9016204787,$66.12,,,22.294678,-17.363636,   spaced out   ,"P869,P357,P636,P517",1,N,"{""ref"": 2202, ""promo"": ""C""}"
844,Diana Chen,Apr 10 2022,21-Aug-2024,unknown,$83k,España,diana57@mail.org,+1-053-576-0367,$139.44,E-mail,FALSE,-81.070936,-87.457431,   spaced out   ,P950,4,no,"{""ref"": 2054, ""promo"": ""C""}"
670,Diana Lopez,06-01-22 00:28:45,never,,"$41,674",España,diana95@example.com,+44 0194 127066,$265.44,,Subscribed,41.669364N,116.809746E,,"P100,P784",2,,"{""ref"": 9996, ""promo"": ""A""}"
168,Mikhail Khan,09-07-24,Jun 26 2025,,"$41,821",Untied Kingdom,mikhail21@hotmail.com,163-761-8209,$-100.20,Email,Y,75.116444,-130.745293,no comment,"P246,P742,P714,",1,,"{""ref"": 6544, ""promo"": ""A""}"
857,Diana Smith,Apr 17 2021,26/03/2025,58,"$26,680",España,diana85@mail.org,9059509428,$92.04,,FALSE,56.834169,35.032456,Great service!,"P289,P578,P393,P225",1,yes,"{""ref"": 8545, ""promo"": ""A""}"
155,Alice Brown,Nov 26 2025,"06 Nov, 2025",47,86373.0 AUD,France,alice42@gmail.com,5739769156,$76.41,Phone,TRUE,66.324236,-4.524769,Loved it 😊,"P990,P632",1,N,"{""ref"": 9158, ""promo"": ""A""}"
970,Mikhail Brown,Nov 29 2021,"16 Dec, 2024",51,"$47,625",DEU,mikhail46@example.com,9230781412,$80.19,,Yes,-56.835243,-159.479140,<script>alert('x')</script>,"P359,P829,P937",3,,"{""ref"": 8177, ""promo"": ""A""}"
25,Anne-Marie Smith,08/04/2022,never,29,"€59,337",España,annemarie57@mail.org,(665) 905-1518,$124.82,email,0,9999,9999,<script>alert('x')</script>,"P417,P771,P815",1,yes,"{""ref"": 7171, ""promo"": ""C""}"
877,Mikhail O'Reilly,07-Aug-2024,06-17-24,unknown,"$52,044",USA,mikhail46@example.com,0467 624 285,$57.51,email,,47.987270,167.858747,,P305,2,Y,"{""ref"": 8418, ""promo"": null}"
444,Charlie O'Reilly,2021/11/23,03-28-24 00:28:45,unknown,"$80,178",AUS,charlie60@company.co.uk,(647) 437-0194,$42.12,Phone,No,58.056263,109.425063,,"P530,P828,P538,P448,",4,,"{""ref"": 7849, ""promo"": ""A""}"
151,Diana Smith,2023/06/08,"23 Oct, 2025",unknown,"$88,983",France,diana29@mail.org,0171302321,$33.51,Phone,TRUE,-37.233409,142.680895,REF: 000123,"P838,P302",3,,"{""ref"": 8344, ""promo"": ""B""}"
554,Alice Lopez,2024-03-28,31-Aug-2025,,"$25,559",United States,alice12@hotmail.com,+1-525-795-9900,$74.82,email,,-50.480294,165.550609,<script>alert('x')</script>,"P409,P516,P108",N/A,N,"{""ref"": 5957, ""promo"": ""B""}"
95,Alice O'Reilly,Oct 15 2024 00:28:45,2025/06/18,,"$77,938",Spain,alice43@mail.org,,$-240.19,,FALSE,-18.622299,43.951212,Great service!,"P343,P322,P702,P775",N/A,N,"{""ref"": 9967, ""promo"": ""C""}"
218,O'Neil García,26/08/2021,2024/11/26,45,"$86,238",United Kingdom,,(886) 792-5298,$77.18,email,Subscribed,-75.579328,142.133996,,"P114,P784,P166,P450",5,,"{""ref"": 2959, ""promo"": ""B""}"
382,Sara Brown,2023/09/30,13-Mar-2024,16 yrs,"$36,816",Brazil,sara75@company.co.uk,0455 128 177,$139.07,,Subscribed,-73.105689,147.465655,   spaced out   ,"P258,P485,P974",5,no,"{""ref"": 3634, ""promo"": ""B""}"
24,Bob Nguyen,Jun 24 2025,"15 Sep, 2025",60,"$66,438",Spain,bob10@hotmail.com,0497 995 527,$114.04,Email,0,83.240513,-89.358374,REF: 000123,"P562,P138,P158,P477",1,,"{""ref"": 9307, ""promo"": null}"
293,Charlie Johnson,03-23-22 00:28:45,12-30-23,,"$54,380",Brazil,charlie35@hotmail.com,0402 205 093,$26.39,E-mail,Subscribed,58.956821,84.101177,<script>alert('x')</script>,"P720,P445,P966",1,yes,"{""ref"": 6681, ""promo"": null}"
174,Zoë Brown,08-Dec-2021,2024/09/06,,"$62,403",france,zoë48@gmail.com,0903802146,$83.02,,,-48.598409,-136.595921,,"P757,P647,P937,P576",4,no,"{""ref"": 4268, ""promo"": null}"
101,O'Neil O'Reilly,2022-07-26,2024/02/11 00:28:45,,"$34,118",DEU,oneil73@example.com,(190) 986-2405,"$7,570.81",—,No,0.615109,68.542138,Great service!,"P542,P819",4,no,"{""ref"": 8130, ""promo"": ""B""}"
26,Mikhail Lopez,01-26-23 00:28:45,23/07/2024,,"$55,190",france,mikhail22 at company.co.uk,(379) 473-8347,$144.12,,FALSE,-63.918923,-3.797006,N/A,"P265,P936,P304,P920",five,yes,"{""ref"": 2680, ""promo"": ""A""}"
994,Diana Johnson,null,09-01-24 00:28:45,45,$33k,Brasil,diana74@gmail.com,(920) 865-3749,$257.52,phone,No,17.287847,-141.317801,N/A,"P850,P834,P440,P362",4,,"{""ref"": 2736, ""promo"": ""B""}"
664,"name,signup_date,age,income",15-Apr-2023,01-01-24,43,"$88,976",United States,header@example.com,,$93.10,Phone,TRUE,56.640781,40.259167,   spaced out   ,"P431,P963,P281,P599",2,N,"{""ref"": 7547, ""promo"": null}"
490,Anne-Marie Nguyen,Oct 18 2021,—,50,"$109,411",DEU,annemarie85@mail.org,801-832-3530,$-5.14,E-mail,,3.005709,93.159451,N/A,"P519,P754,P607,P614,",3,yes,"{""ref"": 4584, ""promo"": null}"
871,李 Smith,Apr 12 2021,Jan 24 2025 00:28:45,unknown,"$69,016",AUS,李47@gmail.com,8516765599,$50.92,,unsubscribed,85.043050,6.483755,Great service!,"P241,P302",5,yes,"{""ref"": 2706, ""promo"": ""C""}"
355,Élodie Nguyen,"21 Apr, 2023",08-11-25,47,"€24,043",España,élodie20@company.co.uk,0462 959 125,$193.54,email,0,13.966806,48.449670,REF: 000123,"P743,P751,P109,P882",5,Y,"{""ref"": 8291, ""promo"": ""C""}"
660,diana LOPEZ,2025-12-01,07-24-25,unknown,$64k,Uk,diana78@company.co.uk,,$155.94,,No,9999,9999,,"P293,P559,P247,P633",5,N,"{""ref"": 4580, ""promo"": ""A""}"
243,élodie LOPEZ,19/02/2024 00:28:45,09-15-24 00:28:45,,,Germany,élodie80@gmail.com.,766-046-5586,$171.10,phone,FALSE,-19.104407,54.443872,no comment,"P787,P186,P924,P782",1,N,"{""ref"": 2753, ""promo"": ""B""}"
497,Bob D'Amico,20-Sep-2021,Apr 12 2024,23,"$32,854",United States,bob18@mail.org,351-390-1430,$174.35,E-mail,unsubscribed,43.541339,125.433136,N/A,"P421,P591",1,,"{""ref"": 5391, ""promo"": ""A""}"
74,anne-marie O'REILLY,Jul 30 2022,15/12/2024,unknown,"$70,323",DEU,annemarie71@company.co.uk,(139) 755-2314,$74.90,E-mail,unsubscribed,21.279251,-143.595837,   spaced out   ,"P538,P272,P104",4,yes,"{""ref"": 6889, ""promo"": ""B""}"
560,Diana García,2022/05/18,October 08 2024,,"$125,519",AUS,diana61@example.com,7368385095,$31.04,phone,1,67.907387,23.116762,no comment,"P799,P469,P133,P656",3,Y,"{""ref"": 4941, ""promo"": ""C""}"
985,李 Nguyen,2024/06/23,2024-08-23 00:28:45,unknown,"$37,554",Brasil,李94@mail.org,+1-509-163-3923,$80.98,phone,Y,28.047738,13.419243,N/A,"P601,P864,P904",5,N,"{""ref"": 5801, ""promo"": ""A""}"
119,李 Chen,"29 Aug, 2022",2024/08/02,unknown,"$96,039",United States,李64@gmail.com,499-118-7734,$-77.73,Email,Yes,-27.203712,154.630492,no comment,"P560,P422,P973,P485",3,,"{""ref"": 3689, ""promo"": null}"
115,李 García,"09 Dec, 2021",May 14 2024 00:28:45,30,$74k,United States,李39@company.co.uk,730-147-1959,$58.94,Phone,0,1.369868,-92.732496,Great service!,"P266,P695,P159",3,N,"{""ref"": 1866, ""promo"": ""C""}"
521,Mikhail Khan,Mar 13 2023,never,unknown,"€36,762",united states,mikhail72@gmail.com,+1 325 179 0447 ext.123,$0.28,Email,TRUE,-53.040071,-6.105709,REF: 000123,"P639,P317,P170,P122",4,yes,"{""ref"": 6156, ""promo"": null}"
6,Charlie Brown,11-07-23,"02 Feb, 2024 00:28:45",unknown,"$46,390",France,charlie34@mail.org,+1-640-052-4278,$128.87,email,Subscribed,19.358073N,-118.611315E,   spaced out   ,"P540,P230,",1,yes,"{""ref"": 4441, ""promo"": ""B""}"
476,Diana Nguyen,2024-07-08,2024/03/19 00:28:45,unknown,"€55,249",AUS,diana66@hotmail.com,8893343751,$91.40,E-mail,Yes,55.253788,-14.520647,   spaced out   ,"P279,P391,P355",2,,"{""ref"": 6402, ""promo"": ""C""}"
672,Alice O'Reilly,"26 Feb, 2025",Feb 27 2025,88,"$55,353",Brasil,alice2 at gmail.com,0400 738 854,$144.80,,1,61.958219,-5.752594,N/A,"P939,P687",1,N,"{""ref"": 2758, ""promo"": ""C""}"
602,Bob O'Reilly,09-Sep-2023 00:28:45,12-03-24,74,66329 USD,Uk,bob61@gmail.com,+1-568-706-9057,$185.63,Phone,TRUE,85.208871,-12.596574,Loved it 😊,"P346,P473",2,Y,"{""ref"": 7071, ""promo"": ""C""}"
70,Sara García,2025/03/06,2025/01/06,40,102156.0 AUD,united states,sara19@gmail.com,442-043-8057,$109.59,,N,81.109286,26.437640,REF: 000123,P490,3,,"{""ref"": 1881, ""promo"": ""A""}"
15,Mikhail Chen,Aug 22 2022,12-26-24,79,"€93,906",united states,mikhail42@gmail.com,+1-876-038-5977,$114.24,,FALSE,-68.473036,76.768123,Loved it 😊,"P418,P664,",2,Y,"{""ref"": 8560, ""promo"": ""A""}"
143,Zoë Brown,2025-01-04,2025/11/29,35,"$32,336",Australia,zoë46@gmail.com,9500334234,$325.87,Email,Y,-77.926234,89.985769,no comment,P951,1,yes,"{""ref"": 4444, ""promo"": ""C""}"
633,Anne-Marie Chen,Dec 02 2024,never,unknown,"$68,961",USA,annemarie20 at hotmail.com,0457 895 915,$61.52,,Yes,23.681360,31.930763,Great service!,"P602,P930,P650",,Y,"{""ref"": 4312, ""promo"": ""C""}"
370,Bob Smith,2021/01/15,"11 Aug, 2025",,"$67,082",Germany,bob17@hotmail.com,523-941-2094,$99.29,email,TRUE,-49.107680,121.334805,Loved it 😊,"P530,P756",2,no,"{""ref"": 7700, ""promo"": ""A""}"
79,Mikhail Johnson,31/12/2021,2024/03/14,,"$39,319",España,mikhail52@mail.org,+1-277-038-4309,$161.55,—,N,83.191059,-45.046591,<script>alert('x')</script>,P382,5,N,"{""ref"": 9482, ""promo"": ""A""}"
480,Sara Johnson,25-Feb-2021,2024/03/17,80,"$70,647",Uk,sara54@hotmail.com,(443) 946-8963,$121.53,phone,0,46.315837,-121.798283,N/A,P588,,Y,"{""ref"": 8315, ""promo"": ""C""}"
907,José JohnsonJr.,19-Oct-2022 00:28:45,2025-04-20 00:28:45,16,"$55,984",Brazil,josé26@hotmail.com,114-310-7539,$81.27,E-mail,No,79.186387,-56.510383,<script>alert('x')</script>,"P838,P398,P237,P706",3,,"{""ref"": 7249, ""promo"": ""A""}"
55,Bob Lopez,05-22-23,25-Jan-2025,unknown,"$81,643",United States,bob58@mail.org,100-323-6519,$23.98,phone,,-61.841332,-89.912557,<script>alert('x')</script>,P967,five,Y,"{""ref"": 3752, ""promo"": null}"
468,Alice Smith,06-20-25,Nov 23 2025,19,$19k,Australia,alice15@mail.org,(545) 697-2965,$53.72,,No,-78.174925,-97.835269,,P804,2,no,"{""ref"": 4940, ""promo"": ""C""}"
267,李 O'Reilly,01-19-24,"23 Oct, 2024",unknown,"$100,977",USA,李64@gmail.com,007-202-4559,$254.22,Phone,Yes,34.638507,176.852158,Loved it 😊,"P500,P943",5,,"{""ref"": 2174, ""promo"": ""C""}"
870,,03/10/2024,01-27-25,unknown,"$8,054",united states,@missing.com,250-169-9329,$94.38,,0,75.696459,-175.678910,no comment,"P104,P659,P508,P277",3,Y,"{""ref"": 4682, ""promo"": ""B""}"
954,Charlie O'Reilly,07-21-22,04/06/2024,28,$43k,United Kingdom,charlie36@company.co.uk,+1-329-010-2915,$135.83,Phone,No,-69.768535,-162.248765,no comment,P946,2,N,"{""ref"": 7073, ""promo"": ""B""}"
515,charlie SMITH,2023-06-24,Jan 27 2024,24,"$26,183",España,charlie5 at gmail.com,(610) 392-7888,$-1.79,,,41.885829,-34.370141,Loved it 😊,P517,3,Y,"{""ref"": 9641, ""promo"": ""C""}"
538,Bob Chen,03-09-24,2024-10-27,unknown,"$77,083",DEU,bob20@mail.org,(644) 685-3045,$103.25,email,TRUE,15.200804,13.799500,   spaced out   ,"P106,P611,P610,P598",2,N,"{""ref"": 3242, ""promo"": null}"
986,Sara Nguyen,11/07/2023,"31 Jan, 2024",,89503 USD,france,sara13@company.co.uk,359-133-5315,$211.54,,Y,23.172123,-84.203507,   spaced out   ,P889,1,,"{""ref"": 5156, ""promo"": ""A""}"
504,Bob Johnson,Sep 10 2022,Dec 08 2024,unknown,"$73,362",Uk,bob78@mail.org,(606) 699-2613,$191.01,,FALSE,38.578794,-13.782188,,"P579,P141,P875",4,N,"{""ref"": 7164, ""promo"": ""B""}"
621,李 O'ReillyJr,04-13-21,"12 Jan, 2024",82,$65k,United States,李82@gmail.com,(205) 555-3544,$217.44,,FALSE,-23.869669,-148.673801,<script>alert('x')</script>,"P918,P208",,,"{""ref"": 1149, ""promo"": ""C""}"
167,Anne-Marie D'Amico,July 08 2022,23-Nov-2025,49,"$45,938",France,annemarie36@hotmail.com,381-059-5518,$170.59,Email,,-41.013875,32.483040,   spaced out   ,"P848,P386",5,Y,"{""ref"": 7258, ""promo"": ""C""}"
707,,29-Mar-2023,never,46,"€41,671",Brazil,@missing.com,0419 817 473,$138.32,—,Subscribed,35.609901,144.095080,REF: 000123,"P770,P993,P470",5,,"{""ref"": 5147, ""promo"": ""C""}"
332,Sara O'Reilly,Nov 25 2021,03-28-25,,50694 USD,Germany,sara92@mail.org,(691) 983-2102,$207.10,Phone,FALSE,12.937009,31.596970,Great service!,"P696,P867",1,yes,"{""ref"": 5062, ""promo"": ""C""}"
738,Mikhail García,01-Aug-2022,2024-04-23,83 yrs,,France,mikhail44@mail.org,0424 887 807,$9.12,,TRUE,-75.489227,158.244692,,"P563,P643,",2,yes,"{""ref"": 2827, ""promo"": ""A""}"
248,Mikhail Smith,"20 Mar, 2023","23 Mar, 2024",31,"$55,673",Germany,mikhail39@example.com,6157276829,$121.25,phone,unsubscribed,-31.574551,-48.073847,<script>alert('x')</script>,"P430,P117",3,N,"{""ref"": 6165, ""promo"": null}"
374,Diana Brown,2023-08-14,"15 Feb, 2025",unknown,85026.0 AUD,USA,diana70@gmail.com,879-402-6208,$42.04,email,FALSE,-7.135511,131.242899,   spaced out   ,"P521,P419",4,Y,"{""ref"": 1137, ""promo"": ""C""}"
647,Anne-Marie Lopez,2021-01-18,05-21-25,12,"$66,751",France,annemarie21@gmail.com,(200) 239-1523,$-32.98,phone,,9999,9999,Great service!,"P181,P271",5,no,"{""ref"": 8928, ""promo"": ""B""}"
473,Zoë O'Reilly,2025/07/19,15-Jul-2024,unknown,,España,zoë30@mail.org,845-315-6309,$55.13,—,unsubscribed,75.147452N,-75.418378E,N/A,"P471,P907,P693",1,,"{""ref"": 3880, ""promo"": ""A""}"
500,Zoë Smith,Mar 19 2023,03-24-24 00:28:45,36,"$45,062",France,zoë65@company.co.uk,2645649674,$233.79,phone,unsubscribed,16.314810,57.965132,N/A,"P915,P916,P682,",4,,"{""ref"": 1253, ""promo"": ""B""}"
653,José Lopez,"16 Dec, 2024",Dec 16 2023,,"$61,937",United Kingdom,josé37@mail.org,0483 565 239,$140.62,email,Y,-36.655630,157.793662,   spaced out   ,"P950,P340",2,Y,"{""ref"": 2709, ""promo"": null}"
847,Diana Lopez,05-Feb-2025,"27 Dec, 2023",unknown,"$81,240",United Kingdom,diana23@example.com,804 688 6989x99,$175.43,E-mail,,-28.467172,-23.870041,<script>alert('x')</script>,"P549,P924,P576",2,no,"{""ref"": 9798, ""promo"": ""A""}"
564,Zoë KhanSr,March 10 2022,"08 May, 2025",33,"$81,210",Germany,zoë88 at company.co.uk,9070378088,$-59.75,phone,Y,84.251846N,-156.036698E,Great service!,"P379,P616",4,no,"{""ref"": 5988, ""promo"": null}"
823,Bob Lopez,10-10-23,2025-05-23,37,"€51,832",Australia,bob9@hotmail.com.,7402845958,$36.59,Phone,,-60.428368,101.938115,no comment,"P135,P607",5,,"{""ref"": 4961, ""promo"": ""C""}"
308,Sara Johnson,"27 Jun, 2024",30-Mar-2024,48,"$43,912",Brazil,sara14@company.co.uk,+44 4077 943325,$194.23,E-mail,unsubscribed,86.394659,36.677372,no comment,"P926,P115,P168,P828",2,Y,"{""ref"": 4511, ""promo"": null}"
811,Alice D'Amico,06-29-23,04-06-25,88,"$2,096",france,alice82@company.co.uk,0451 660 323,$188.64,Email,unsubscribed,2.317454,-64.492365,Great service!,"P915,P761,P930,P178",five,,"{""ref"": 4645, ""promo"": ""B""}"
617,Diana Smith,12-15-23 00:28:45,2023-12-13 00:28:45,unknown,"$52,504",Australia,diana33@gmail.com,234-267-8703,$272.33,Phone,Y,-1.867597,52.108289,,P911,5,N,"{""ref"": 6788, ""promo"": ""C""}"
567,alice NGUYEN,24/10/2024,31-May-2024,unknown,"$55,386",Brazil,alice83@example.com,+44 9680 645544,$71.62,phone,FALSE,40.092795,56.422614,<script>alert('x')</script>,"P396,P130,P430,P311",5,no,"{""ref"": 9558, ""promo"": ""C""}"
502,José García,January 19 2022,never,,"$76,261",Brasil,josé2@hotmail.com,+1-771-703-0568,$-0.25,E-mail,TRUE,77.192699,-36.619216,no comment,"P359,P653,P928,P337",2,N,"{""ref"": 8343, ""promo"": null}"
235,,10-07-23 00:28:45,09/06/2025,,"$65,969",USA,user at domain.com,+1-908-144-1529,$99.28,—,FALSE,-41.445070,-159.448732,N/A,"P219,P784,P667,P167",4,N,"{""ref"": 7623, ""promo"": ""A""}"
736,Anne-Marie Smith,2022-09-20,N/A,,"$87,647",España,annemarie57@example.com,0499 246 625,$74.88,,unsubscribed,7.250201,-151.459098,no comment,P619,4,yes,"{""ref"": 3898, ""promo"": ""C""}"
431,Zoë Johnson,19/11/2023,2025/03/28,52,"$-13,509",United States,zoë75@mail.org,+1-953-677-3498,$172.47,—,TRUE,-86.559103,-8.336351,no comment,"P804,P281,P492",5,Y,"{""ref"": 5382, ""promo"": null}"
644,Mikhail Nguyen,27/02/2024,19/02/2024 00:28:45,32,"$36,277",France,mikhail63@company.co.uk,+44 4302 970813,$259.79,Email,unsubscribed,-17.566873,138.451280,   spaced out   ,"P418,P787",3,Y,"{""ref"": 2424, ""promo"": ""C""}"
192,O'Neil NguyenJr.,2024-01-25,12-13-23 00:28:45,unknown,74598 USD,España,oneil75@company.co.uk,+1-564-350-2385,$91.26,Phone,unsubscribed,53.536684,57.042660,Great service!,"P172,P526,P712",4,N,"{""ref"": 5432, ""promo"": ""A""}"
152,O'Neil Johnson,21/10/2023,26-Jun-2025,,"$68,153",Brasil,oneil72@mail.org,230-085-7666,$19.91,Phone,TRUE,-14.143581,141.361816,no comment,"P679,P266,P298,P881",3,,"{""ref"": 9005, ""promo"": ""C""}"
436,Bob Khan,2025-02-10,12-30-24,42,"$89,722",france,bob70@company.co.uk,1713219402,$176.66,Phone,1,62.265859,40.897481,<script>alert('x')</script>,"P971,P747,P406,P424",5,N,"{""ref"": 8145, ""promo"": null}"
257,Charlie Johnson,21/09/2022,Mar 08 2025 00:28:45,,125278.5 AUD,United States,charlie2@gmail.com,(253) 733-7773,$41.40,Phone,Y,-57.393117,65.202427,<script>alert('x')</script>,P589,2,,"{""ref"": 7774, ""promo"": ""C""}"
787,Mikhail Chen,2025/02/14,11-15-25 00:28:45,,"$52,896",Germany,mikhail15@example.com,843-155-6769,$215.58,email,TRUE,13.510903,-105.545558,,"P271,P370",N/A,,"{""ref"": 1660, ""promo"": ""C""}"
683,José Smith,"27 Feb, 2022",never,,71075 USD,United States,josé37@example.com,1717400345,$196.12,,0,-41.131440,145.527585,,"P590,P400",1,no,"{""ref"": 3213, ""promo"": ""B""}"
